
 Lista de Imóveis da Caixa;;Data de geração:;27/12/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444423282582 ;MG ;PIRAPORA ;CICERO PASSOS ;RUA PROFESSORA CRISELINA PASSOS, N. 262, LT 16 QD 56 ;155.000,00;155.000,00;0.00;Casa, 0.00 de área total, 79.65 de área privativa, 360.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423282582
 8444404531106 ;MG ;PIRAUBA ;PIRAUBINHA ;RUA JOSE GASPAR, N. 78, LT 04 QD I ;81.329,97;149.289,77;45.53;Casa, 70.00 de área total, 70.00 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404531106
 1444409615040 ;MG ;PIUMHI ;NOVO TEMPO ;RUA VILELA TRISTAO DE REZENDE, N. 440, CS 135 LT 35 AREA 01 ;361.391,89;302.000,00;0.00;Casa, 0.00 de área total, 130.62 de área privativa, 150.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409615040
 1555539996011 ;MG ;POCOS DE CALDAS ;JARDIM SAO PAULO ;RUA CONGONHAS, N. 195, Apto 0, UNIDADE 01 ;99.743,11;170.000,00;41.33;Apartamento, 0.00 de área total, 72.64 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555539996011
 8555508700100 ;MG ;POCOS DE CALDAS ;JARDIM SANTA ROSALIA ;RUA MANOEL CORREA, N. SN, Apto 388, PAVIMENTO TERREO ;93.463,39;153.100,00;38.96;Apartamento, 0.00 de área total, 50.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508700100
 10171964 ;MG ;POCOS DE CALDAS ;JARDIM KENNEDY ;RUA CALDASITA, N. 444, QD 16, LT 06 ;658.839,64;1.076.000,00;38.77;Galpão, 0.00 de área total, 632.20 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171964
 1444411165880 ;MG ;POCOS DE CALDAS ;SAO GERALDO ;RUA GABRIEL RODRIGUES MARTINS, N. 140, LT 24 QD 03 ;1.555.000,00;1.555.000,00;0.00;Casa, 0.00 de área total, 454.21 de área privativa, 325.00 de área do terreno,  3 qto(s), WC, WC Emp, 3 sala(s), 1 lavabo(s), DCE, cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411165880
 1444418848834 ;MG ;POCOS DE CALDAS ;JARDIM COUNTRY CLUB ;AVENIDA MONSENHOR ALDERIGI, N. 900, Apto 202, SANTA NAZARET ;196.000,00;196.000,00;0.00;Apartamento, 0.00 de área total, 61.18 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418848834
 8444425986587 ;MG ;POCOS DE CALDAS ;JARDIM PARAISO ;AVENIDA ALCOA, N. 7200, Apto 33, BL.8 . ;171.000,00;171.000,00;0.00;Apartamento, 0.00 de área total, 46.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425986587
 8787707005888 ;MG ;POCOS DE CALDAS ;ESTANCIA POCOS DE CALDAS ;RUA SEBASTIAO DO PRADO LUZ, N. 471, Apto 102, BL 03 PAV TERREO ;161.000,00;161.000,00;0.00;Apartamento, 0.00 de área total, 49.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707005888
 8444425200249 ;MG ;POCOS DE CALDAS ;JARDIM ESMERALDA ;RUA CINCO, N. SN, LT 27 QD 05 ;176.475,50;140.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425200249
 8787703415755 ;MG ;POMPEU ;MORRO DOCE ;RUA MILTON CAETANO DA SILVA, N. 21, LT 120  QD 15  ST 15 ;52.102,60;90.000,00;42.11;Casa, 0.00 de área total, 40.82 de área privativa, 200.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703415755
 8787702605623 ;MG ;POMPEU ;MORRO DOCE ;RUA AURELINA LEANDRO PEREIRA, N. 91, LT 50 QD 29 SETOR 15 ;45.311,03;78.000,00;41.91;Casa, 0.00 de área total, 44.51 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702605623
 8787708759452 ;MG ;PONTE NOVA ;PARAISO ;RUA JOSE LANNA TEIXEIRA, N. 630, Apto 402, BL 15 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 42.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708759452
 8787716101274 ;MG ;PONTE NOVA ;PARAISO ; R JOSE LANNA TEIXEIRA, N. 630, 104, 05 ;171.354,03;165.000,00;0.00;Apartamento, 0.00 de área total, 42.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787716101274
 8787708711026 ;MG ;PONTE NOVA ;PARAISO ;RUA JOSE LANNA TEIXEIRA, N. 630, Apto 301, BL 04 ;179.844,14;160.000,00;0.00;Apartamento, 0.00 de área total, 42.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708711026
 8787708709331 ;MG ;PONTE NOVA ;PARAISO ;RUA JOSE LANNA TEIXEIRA, N. 630, Apto 204,  PAV 02 BL 01 LT 07 QD P ;179.844,14;157.000,00;0.00;Apartamento, 0.00 de área total, 42.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708709331
 8444421487756 ;MG ;POUSO ALEGRE ;COLINA VERDE ;RUA JOAO GABRIEL BOTELHO ANTIGA RUA 7, N. 390, Apto 101, BL 02 ;100.741,08;170.000,00;40.75;Apartamento, 0.00 de área total, 57.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421487756
 10176584 ;MG ;POUSO ALEGRE ;BELA VISTA ;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA, N. 5537, GLEBA 03 ;1.018.078,69;1.662.700,00;38.77;Terreno, 0.00 de área total, 0.00 de área privativa, 600.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10176584
 10174929 ;MG ;POUSO ALEGRE ;JARDIM PARAISO ;RUA HELCIO ALFREDO DE CARVALHO, N. 68, QD J, LT 16 ;620.264,46;1.013.000,00;38.77;Casa, 0.00 de área total, 291.87 de área privativa, 275.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10174929
 1444400352071 ;MG ;POUSO ALEGRE ;AEROPORTO JATOBA ;RUA UMBURAMA, N. 75, . ;199.989,23;313.800,00;36.27;Casa, 0.00 de área total, 80.66 de área privativa, 240.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400352071
 8787710448701 ;MG ;POUSO ALEGRE ;SÃO JOÃO ;AVENIDA SEBASTIAO DE PAULA N 400 101 04, N. 400, Apto 101, TP1, PAV 1, TORRE 4 ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 51.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710448701
 1444415297543 ;MG ;POUSO ALEGRE ;RESIDENCIAL ASTURIAS ;RUA JOSE BERNARDES PEREIRA, N. 130, LT.17 QD.B ;2.400.000,00;2.400.000,00;0.00;Casa, 0.00 de área total, 370.74 de área privativa, 408.00 de área do terreno,  4 qto(s), WC, 2 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415297543
 8787700901012 ;MG ;POUSO ALEGRE ;FAISQUEIRA ;RUA ANTONIO SCODELER, N. 895, Apto 301, BL 03 ;170.000,00;170.000,00;0.00;Apartamento, 0.00 de área total, 48.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700901012
 8787713135003 ;MG ;POUSO ALEGRE ;SAO JOAO ;AVENIDA SEBASTIAO DE PAULA, N. 500, Apto 504, TORRE 08 ;190.994,25;185.000,00;0.00;Apartamento, 0.00 de área total, 51.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713135003
 8555509398050 ;MG ;PRATA ;VILA DE FATIMA ;RUA ARAXA, N. 120, . ;195.000,00;195.000,00;0.00;Casa, 0.00 de área total, 69.50 de área privativa, 196.29 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555509398050
 8787710217327 ;MG ;PRESIDENTE OLEGARIO ;ANDORINHAS ;RUA JOAO FERREIRA DOS SANTOS, N. 1082, QD 93 ST 06 LT 303 ;52.102,60;90.000,00;42.11;Casa, 0.00 de área total, 38.32 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710217327
 8444402289731 ;MG ;PRESIDENTE OLEGARIO ;CENTRO ;RUA CONEGO IZAIAS LAGARES, N. 351, ST 5 QD 82 LT 190 ;100.741,08;170.000,00;40.75;Casa, 0.00 de área total, 60.14 de área privativa, 198.56 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402289731
 8444421728923 ;MG ;PRESIDENTE OLEGARIO ;SETOR INDUSTRIAL ;AVENIDA PAULO PIVA, N. 80, QD 03 LT 278 SETOR 11 ;130.000,00;55.000,00;0.00;Casa, 0.00 de área total, 69.08 de área privativa, 206.70 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421728923
 8444409123138 ;MG ;RAUL SOARES ;SANTA RITA ;RUA C, N. 08 ;76.269,10;140.000,00;45.53;Casa, 62.95 de área total, 62.95 de área privativa, 100.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409123138
 8444412469287 ;MG ;RESPLENDOR ;MANOEL GINO ;RUA C, N. 24, QD 16, LT 24, LOT MONTE VERDE ;45.114,96;86.000,00;47.55;Casa, 0.00 de área total, 50.96 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412469287
 8444411773012 ;MG ;RIBEIRAO DAS NEVES ;VALE DAS ACACIAS ;RUA ALAMEDAS DAS TAMAREIRAS, N. 1294, QD 12, LT 65, CASA 03 ;79.090,77;149.000,00;46.92;Casa, 0.00 de área total, 45.01 de área privativa, 178.08 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411773012
 8444412647797 ;MG ;RIBEIRAO DAS NEVES ;SANTA MARTA ;RUA RUA MANOEL TEIXEIRA CAMARGO, N. 260, CS 08, LT 17, QD 27 ;61.102,56;107.000,00;42.90;Casa, 12.95 de área total, 51.14 de área privativa, 64.09 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412647797
 8444427382883 ;MG ;RIBEIRAO DAS NEVES ;BOM SOSSEGO ;RUA CAMILO ALVES DE LIMA, N. 110, Apto 207, LT 21 QD 06 ;62.856,87;110.000,00;42.86;Apartamento, 0.00 de área total, 47.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427382883
 8787711467173 ;MG ;RIBEIRAO DAS NEVES ;ROSANEVES ;RUA MIMODEVENUS, N. 180, Apto 204, BL 04  LT 29 E 30  QD 159 ;70.507,67;123.000,00;42.68;Apartamento, 0.00 de área total, 48.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711467173
 8444423027248 ;MG ;RIBEIRAO DAS NEVES ;BARCELONA ;RUA ARTUR DE AZEVEDO, N. 225, Apto 101, QD 03 LT 07 ;69.361,21;121.000,00;42.68;Apartamento, 0.00 de área total, 60.80 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423027248
 8555521333086 ;MG ;RIBEIRAO DAS NEVES ;TONY JUSTINOPOLIS ;RUA DO ROSARIO, N. 201, Apto 402, BL 28 ;78.201,87;135.000,00;42.08;Apartamento, 0.00 de área total, 43.33 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521333086
 8444428330313 ;MG ;RIBEIRAO DAS NEVES ;JARDIM COLONIAL ;RUA ROUXINOIS, N. 771, Apto 108, BL 02 ;75.305,50;130.000,00;42.08;Apartamento, 0.00 de área total, 44.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428330313
 8444401133193 ;MG ;RIBEIRAO DAS NEVES ;FLORENCA ;RUA CINQUENTA, N. 57, CS 02 LT 13 QD 12 ;77.622,60;134.000,00;42.08;Casa, 0.00 de área total, 53.72 de área privativa, 78.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401133193
 8787702171178 ;MG ;RIBEIRAO DAS NEVES ;BOM SOSSEGO ;RUA CAMILO ALVES DE LIMA, N. 288, Apto 207, 0 ;79.939,69;138.000,00;42.08;Apartamento, 0.00 de área total, 56.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702171178
 8787706576490 ;MG ;RIBEIRAO DAS NEVES ;ROSANEVES ;RUA MIMO DE VENUS, N. 180, Apto 301, BL 01 ;75.305,50;130.000,00;42.08;Apartamento, 0.00 de área total, 51.55 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706576490
 8787707047203 ;MG ;RIBEIRAO DAS NEVES ;ROSANEVES ;RUA MIMO DE VENUS, N. 180, Apto 302, BL 01 QD 159 LT 29 30 ;72.988,41;126.000,00;42.08;Apartamento, 0.00 de área total, 51.55 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707047203
 8444419214870 ;MG ;RIBEIRAO DAS NEVES ;BARCELONA ;RUA ARTUR DE AZEVEDO, N. 225, Apto 202, LT 07  QD 03 ;75.305,50;130.000,00;42.08;Apartamento, 0.00 de área total, 50.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419214870
 8787704081826 ;MG ;RIBEIRAO DAS NEVES ;SAO LUIZ ;RUA TRINTA E SETE, N. 92, Apto 303, QD 45 LT 01 AO 24 BL 05 ;77.622,60;134.000,00;42.08;Apartamento, 0.00 de área total, 56.49 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704081826
 8787708485298 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA LAURO SODRE NOGUEIRA, N. 302, Apto 103, BL 02 ;87.819,45;150.000,00;41.46;Apartamento, 0.00 de área total, 43.53 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708485298
 8787710963533 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA LAURO SODRE NOGUEIRA, N. 302, Apto A403, BL 04 ;86.648,52;148.000,00;41.46;Apartamento, 0.00 de área total, 43.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710963533
 8555532226847 ;MG ;RIBEIRAO DAS NEVES ;JARDIM COLONIAL ;ALAMEDA GRALHAS, N. 328, Apto 105, BLOCO 03 ;87.233,99;149.000,00;41.46;Apartamento, 0.00 de área total, 50.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555532226847
 8444423934571 ;MG ;RIBEIRAO DAS NEVES ;ROSANEVES ;RUA DAS ORQUIDEAS, N. 287, CASA 03 ;87.819,45;150.000,00;41.46;Casa, 0.00 de área total, 69.94 de área privativa, 75.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423934571
 8787709208620 ;MG ;RIBEIRAO DAS NEVES ;ROSANEVES ;RUA MIMO DE VENUS, N. 180, Apto 201, BL 02 ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 48.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709208620
 8444425251293 ;MG ;RIBEIRAO DAS NEVES ;BARCELONA ;RUA ARTUR DE AZEVEDO, N. 225, Apto 102, LT 07, QD 03 ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 88.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425251293
 8444423153910 ;MG ;RIBEIRAO DAS NEVES ;GIRASSOL ;RUA URUCUM, N. 270, Apto 201, LT 46 QD 37 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 45.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423153910
 8555530291811 ;MG ;RIBEIRAO DAS NEVES ;TROPICAL ;R CARLINDO COSTA FERREIRA, N. 100, Apto 101, BL 02 ;103.704,06;175.000,00;40.75;Apartamento, 0.00 de área total, 56.67 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530291811
 8787711661875 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA LAURO SODRE NOGUEIRA, N. 302, Apto 303A, BL 11 ;94.815,14;160.000,00;40.75;Apartamento, 0.00 de área total, 43.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711661875
 8787712245697 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA LAURO SODRE NOGUEIRA, N. 302, Apto 401, BL 05 ;97.778,11;165.000,00;40.75;Apartamento, 0.00 de área total, 43.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712245697
 8444412216176 ;MG ;RIBEIRAO DAS NEVES ;VENEZA ;RUA JOSE MATEUS DE ANDRADE, N. 245, Apto 101, LT 25 QD 135 ;100.741,08;170.000,00;40.75;Apartamento, 0.00 de área total, 69.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412216176
 8444419278126 ;MG ;RIBEIRAO DAS NEVES ;SANTINHO ;RUA  LINDOLFO RIBEIRO, N. 78, CASA 02 LT 13 QD 49 ;102.518,87;173.000,00;40.75;Casa, 0.00 de área total, 68.90 de área privativa, 72.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419278126
 8444408826240 ;MG ;RIBEIRAO DAS NEVES ;PORTO SEGURO ;RUA JOSE VICENTE DA COSTA, N. 179, CS03 LT39 QD03 ;100.148,49;169.000,00;40.75;Casa, 0.00 de área total, 58.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408826240
 8555514120340 ;MG ;RIBEIRAO DAS NEVES ;GRANJAS PRIMAVERA JU ;RUA  FATIMA, N. 99, Apto 103, BL 04 ;63.818,64;107.000,00;40.36;Apartamento, 0.00 de área total, 39.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555514120340
 8444412542502 ;MG ;RIBEIRAO DAS NEVES ;SANTA MARTINHA ;RUA TEREZINHA REGINA FERNANDES, N. 36, BL 03 LT 13 QD 41 ;68.199,69;114.000,00;40.18;Casa, 0.00 de área total, 61.66 de área privativa, 506.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412542502
 1444400898465 ;MG ;RIBEIRAO DAS NEVES ;GRANJAS PRIMAVERA ;RUA CORCOVADO, N. 262, Apto 209, BL 3 LT 01 QD 12 ;57.977,05;96.000,00;39.61;Apartamento, 0.00 de área total, 37.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400898465
