
 Lista de Imóveis da Caixa;;Data de geração:;27/12/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8555519294222 ;MG ;GOVERNADOR VALADARES ;FLORESTA ;AVENIDA DR ALTAMIRANDO COLOMBO RIBEIRO, N. 517, Apto 104, BL 09 ;80.922,72;73.000,00;0.00;Apartamento, 0.00 de área total, 45.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555519294222
 1444408917183 ;MG ;GUANHAES ;COLINA VERDE I ;RUA DAS PALMEIRAS, N. 497, LT.36 QD.05 ;463.300,00;463.300,00;0.00;Casa, 0.00 de área total, 154.40 de área privativa, 360.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408917183
 1444418044646 ;MG ;IBIA ;RISOLETA NEVES ;RUA A, N. SN, QD 01 LT 16 ;78.000,00;78.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 276.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418044646
 8444407466372 ;MG ;IBIRITE ;NOVO HORIZONTE ;RUA CRISOLITO, N. 68, Apto 102, LT 22 QD 33 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 78.15 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407466372
 8787703468093 ;MG ;IBIRITE ;INDUSTRIAL DE IBIRITE ;RUA TERENA, N. 77, Apto 504, BL 02 ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 45.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703468093
 8444423225589 ;MG ;IBIRITE ;CAMARGOS ;AVENIDA ALTAMIRA, N. 541, CS 01 ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 50.72 de área privativa, 48.62 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423225589
 8555538716269 ;MG ;IBIRITE ;SAO JOAO ;RUA SETE, N. 28, Apto 702, LT.1-A QD.14 ;180.000,00;170.000,00;0.00;Apartamento, 0.00 de área total, 47.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538716269
 1444402867370 ;MG ;IBIRITE ;MIRANTE ;RUA UM, N. 1218, Apto 402, BL 2 ;160.000,00;139.000,00;0.00;Apartamento, 0.00 de área total, 44.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402867370
 8444421109387 ;MG ;IBIRITE ;ELDORADO PQ DURVAL D ;RUA FRANCISCO PIZARRO, N. 131, CS 02 LT 11 QD 29 ;200.000,00;130.000,00;0.00;Casa, 0.00 de área total, 52.66 de área privativa, 49.38 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421109387
 1444406621490 ;MG ;IGARAPE ;RESPLENDOR ;RUA ORIDES DA SILVA COUTO, N. 72, CS 02 ;152.000,00;152.000,00;0.00;Casa, 0.00 de área total, 78.30 de área privativa, 120.86 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), DCE, sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406621490
 8444423085663 ;MG ;ITABIRITO ;PORTOES ;RUA 1, N. SN, LT 09 QD 05 ;74.000,00;74.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 253.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423085663
 8555500054706 ;MG ;ITABIRITO ;LIBERDADE ;RUA RIO SAO FRANCISCO, N. 85, LT 15 QD 05 ;150.000,00;124.000,00;0.00;Casa, 0.00 de área total, 51.00 de área privativa, 428.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555500054706
 1444411832843 ;MG ;ITAJUBA ;SANTA ROSA ;RUA DOMINGOS SOUZA MAIA, N. 115, CASA 02 ;166.498,35;275.000,00;39.46;Casa, 0.00 de área total, 121.24 de área privativa, 77.75 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411832843
 1444414903253 ;MG ;ITAJUBA ;MEDICINA ;RUA CAPITUVA, N. 31, Apto 403, . ;508.000,00;508.000,00;0.00;Apartamento, 0.00 de área total, 90.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414903253
 8444409831426 ;MG ;ITAJUBA ;REBOURGEON ;RUA JOAO MANCILHA DA FONSECA, N. 17, LT 01 QD E ;158.000,00;158.000,00;0.00;Casa, 0.00 de área total, 48.83 de área privativa, 198.79 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409831426
 1555522429461 ;MG ;ITANHANDU ;CENTRO ;RUA JOÃO BATISTA SCARPA, LOTE 07 ;484.244,44;873.000,00;44.54;Terreno, 0.00 de área total, 0.00 de área privativa, 2580.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555522429461
 8555526658358 ;MG ;ITATIAIUCU ;SAO FRANCISCO ;RUA SAO PAULO, N. 152, Apto APTO, APARTAMENTO ;52.224,57;97.000,00;46.17;Apartamento, 0.00 de área total, 51.05 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526658358
 1555531906773 ;MG ;ITAU DE MINAS ;CENTRO ;RUA JOSE EUCLIEDES MARTINS, N. 154, LT 13, QD B ;204.288,52;165.000,00;0.00;Casa, 0.00 de área total, 132.00 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531906773
 8444426640633 ;MG ;ITAUNA ;MORADA NOVA ;RUA CANDIDO BERNARDES, N. 264, Apto 7, BLOCO 8 LOTE 11 QUADRA 3A ZONA 10 ;95.704,03;161.500,00;40.75;Apartamento, 0.00 de área total, 50.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426640633
 8787708614519 ;MG ;ITAUNA ;MORRO DO ENGENHO ;AVENIDA SAO JOAO, N. 6961, Apto 403, PAV 04 BL 09 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 47.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708614519
 8555533747859 ;MG ;ITAUNA ;OLIMPIO MOREIRA ;RUA JOSE DIAS PEREIRA FILHO, N. 60, Apto 307, BL 02 ;184.000,00;184.000,00;0.00;Apartamento, 0.00 de área total, 57.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533747859
 8555536744338 ;MG ;ITAUNA ;ITAUNENSE II ;RUA AUGUSTO PEDRO ALCANTARA, N. 313, Apto 16, BL 04 PAV 2 CH 04 QD 17 ;125.846,88;111.000,00;0.00;Apartamento, 0.00 de área total, 45.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536744338
 8444413175759 ;MG ;ITUIUTABA ;BELA VISTA ;RUA XAVANTES, N. 233, QD 13 LT 20 ;126.358,52;225.000,00;43.85;Casa, 0.00 de área total, 80.64 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413175759
 1444413791702 ;MG ;ITUIUTABA ;PLATINA ;RUA JOSE DOS SANTOS VILELA, N. 268, 0 ;132.178,89;210.000,00;37.06;Terreno, 0.00 de área total, 0.00 de área privativa, 1065.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413791702
 1444419025238 ;MG ;ITUIUTABA ;RESIDENCIAL BURITIS ;RUA TUPIS, N. 128, LT01 ;490.732,01;770.000,00;36.27;Casa, 0.00 de área total, 252.68 de área privativa, 821.34 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419025238
 8444415926514 ;MG ;ITUIUTABA ;UNIVERSITARIO ;RUA ACRE, N. 46, . ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 57.50 de área privativa, 104.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415926514
 1444406084478 ;MG ;ITUIUTABA ;PROGRESSO ;AVENIDA QUINZEA, N. 106, LOT 8, QD 1 ;580.000,00;580.000,00;0.00;Casa, 0.00 de área total, 302.27 de área privativa, 478.20 de área do terreno,  3 qto(s), WC, WC Emp, 2 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406084478
 8444429703660 ;MG ;ITUIUTABA ;LAGOA AZUL II ;RUA SALERME JABUR, N. 200, QD 08 LT 27 ;188.055,01;187.000,00;0.00;Casa, 0.00 de área total, 80.00 de área privativa, 160.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444429703660
 8555513098391 ;MG ;ITUIUTABA ;IPIRANGA ;PRACA ANTONIO MIGUEL ZACARIAS, N. 152, QD 02 ;185.000,00;160.000,00;0.00;Casa, 0.00 de área total, 32.11 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513098391
 8444424517028 ;MG ;ITURAMA ;CIDADE NOVA ;RUA JOSE CARNEIRO, N. 595, LT 1 QD 32 ;84.306,67;144.000,00;41.46;Casa, 0.00 de área total, 46.48 de área privativa, 125.07 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424517028
 8444423994418 ;MG ;ITURAMA ;RESIDENCIAL MORADA D ;RUA HELIODORO GONCALVES  DA MAIA, N. 98, 0 ;94.815,14;160.000,00;40.75;Casa, 0.00 de área total, 55.41 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423994418
 8444419530305 ;MG ;ITURAMA ;CENTRO ;AVENIDA JOSE ALVES LEAL, N. 902, LT 07, QD 02 ;100.741,08;170.000,00;40.75;Casa, 0.00 de área total, 50.75 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419530305
 8444423007204 ;MG ;ITURAMA ;RES VIVA MAIS ITURAM ;RUA RAVENNA, N. 472, LT 07 QD 12 ;175.000,00;175.000,00;0.00;Casa, 0.00 de área total, 76.49 de área privativa, 192.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423007204
 8555530939170 ;MG ;ITURAMA ;RES VERA LÚCIA ELIAS ;RUA 2, N. 131, LT 20 QD 02 ;158.000,00;158.000,00;0.00;Casa, 0.00 de área total, 47.16 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530939170
 8555531430580 ;MG ;ITURAMA ;PRES VERA LUCIA ELIA ;AVENIDA AVENIDA DOS IMIGRANTES, N. 225, LOT 34 QD 04 ;173.000,00;173.000,00;0.00;Casa, 0.00 de área total, 45.16 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531430580
 8444419144324 ;MG ;ITURAMA ;CENTRO ;RUA DEZ, N. 280, LT 04, QD 02 ;103.920,94;100.000,00;0.00;Casa, 0.00 de área total, 50.15 de área privativa, 186.45 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419144324
 10157735 ;MG ;JABOTICATUBAS ;CENTRO ;FAZENDA MORRO DO SOLDADO, N. S/N, ESTÂNCIAS DO MANACAS E DOS FARIAS ;456.174,22;820.000,00;44.37;Imóvel rural, 0.00 de área total, 0.00 de área privativa, 40500.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10157735
 1444404000722 ;MG ;JABOTICATUBAS ;CENTRO ;RUA GUARANI LOTE 07 QUADRA 22, N. SN, LT 04 QD 22 ;79.682,93;140.000,00;43.09;Terreno, 0.00 de área total, 0.00 de área privativa, 1060.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404000722
 1444404168402 ;MG ;JABOTICATUBAS ;CENTRO ;0 LOTE 08 QUADRA 12 LOTEAMENTO RESERVA REAL  UNIDA, N. SN, LT 08 QD 12 ;126.342,72;215.000,00;41.24;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404168402
 1444404879937 ;MG ;JABOTICATUBAS ;CENTRO ;RUA QUARTO DE MILHA, N. 0, LT 08, QD 18 ;81.578,19;135.000,00;39.58;Terreno, 0.00 de área total, 0.00 de área privativa, 1014.85 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404879937
 1444407308221 ;MG ;JABOTICATUBAS ;RESERVA REAL  UNIDAD ;QUADRA 2, N. SN, LT01 ;172.074,86;270.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 1060.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407308221
 1444403631788 ;MG ;JABOTICATUBAS ;RES REAL UN GOLFE ;QUADRA 40 LT 02, N. SN, LT.02 QD.42 ;374.789,64;125.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 1230.37 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403631788
 10154124 ;MG ;JAIBA ;PIONEIRO ;RUA ONZE, QD 32, LT 08 ;94.077,48;175.000,00;46.25;Terreno, 0.00 de área total, 0.00 de área privativa, 355.80 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10154124
 8444407806742 ;MG ;JAIBA ;RESIDENCIAL JARDINS ;RUA DAS TULIPAS ANTIGA RUA 11, N. 306, . ;60.392,76;100.000,00;39.61;Casa, 0.00 de área total, 49.80 de área privativa, 200.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407806742
 8555538662401 ;MG ;JANUARIA ;LOTEAMENTO LIBERDADE ;RUA B, N. SN, QD G LT 49 ;67.641,51;118.000,00;42.68;Casa, 0.00 de área total, 54.03 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538662401
 8555539235370 ;MG ;JANUARIA ;LIBERDADE ;RUA  I, N. SN, QD G LT 31 ;66.495,04;116.000,00;42.68;Casa, 0.00 de área total, 51.39 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539235370
 8555538129800 ;MG ;JANUARIA ;LIBERDADE ;RUA B, N. SN, LT 46 QD G ;52.102,60;90.000,00;42.11;Casa, 0.00 de área total, 51.39 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538129800
 8555538934347 ;MG ;JANUARIA ;CENTRO ;RUA B, N. SN, QUADRA G LOTE 37 ;56.212,92;97.100,00;42.11;Casa, 0.00 de área total, 51.39 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538934347
 1444405894352 ;MG ;JANUARIA ;CENTRO ;RUA JOAO MARTINS CALANGO, N. 75, . ;346.698,98;544.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 2951.70 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405894352
 8444416782699 ;MG ;JANUARIA ;CENTRO ;RUA I, N. 140, LT 15, QD 10 ;108.000,00;108.000,00;0.00;Casa, 0.00 de área total, 49.25 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416782699
 1555529441106 ;MG ;JEQUITAI ;CENTRO ;RUA CEL VICENTE NUNES AZEVEDO, N. 45, . ;326.304,92;512.000,00;36.27;Casa, 0.00 de área total, 210.85 de área privativa, 314.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555529441106
 8015408023394 ;MG ;JEQUITIBA ;SAO JOSE ;RUA GETULIO VICENTE DE PAULA (ANT RUA 21), N. 491, QD 14, LT 16 ;267.028,81;480.000,00;44.37;Casa, 0.00 de área total, 143.10 de área privativa, 360.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8015408023394
 1444405137888 ;MG ;JOAO MONLEVADE ;ALVORADA ;RUA ALBERTO SCHARLE, N. 94, Apto 301, . ;396.210,87;338.900,00;0.00;Apartamento, 0.00 de área total, 97.33 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405137888
 8444410912051 ;MG ;JOAO PINHEIRO ;SANTA CRUZ I ;RUA SILVIO DE DEUS VIEIRA, N. 631, . ;142.000,00;142.000,00;0.00;Casa, 0.00 de área total, 51.52 de área privativa, 162.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410912051
 1444403297365 ;MG ;JUIZ DE FORA ;SANTA MARIA ;RUA ONOFRE OLIVEIRA SALLES, N. 1346, Apto 101, AP. 101SS ;140.649,61;280.000,00;49.77;Apartamento, 0.00 de área total, 123.00 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403297365
 10140719 ;MG ;JUIZ DE FORA ;JARDIM NATAL ;RUA B - ATUAL RUA TENENTE LUCAS DRUMONT, N. 275, ANTIGA QUADRA 8, LOTE 41 ;93.221,56;182.000,00;48.78;Terreno, 0.00 de área total, 0.00 de área privativa, 312.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10140719
 1444401921983 ;MG ;JUIZ DE FORA ;NOVA ERA ;RUA JOSE DE ARAUJO ROCHA, N. 145 ;173.063,30;312.000,00;44.54;Casa, 0.00 de área total, 139.93 de área privativa, 275.00 de área do terreno,  1 qto(s), a.serv, WC, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401921983
 10163267 ;MG ;JUIZ DE FORA ;GRAMINHA ;RUA VIRGINIA DE CARVALHO RIBEIRO (ANTIGA RUA A), N. 30, QD B, LT 19 ;154.654,18;278.000,00;44.37;Casa, 0.00 de área total, 69.60 de área privativa, 1848.00 de área do terreno, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10163267
 8444414340940 ;MG ;JUIZ DE FORA ;CIDADE DO SOL ;RUA ALBERTO DEODATO, N. 190, Apto 101 ;99.290,14;176.879,02;43.87;Apartamento, 65.00 de área total, 65.00 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414340940
 8444408857014 ;MG ;JUIZ DE FORA ;MUNDO NOVO ;RUA DOUTOR VIEIRA PENA, N. 949, CS 201A ;94.760,90;168.810,47;43.87;Casa, 0.00 de área total, 64.04 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408857014
 8555514545987 ;MG ;JUIZ DE FORA ;SANTA LUZIA ;RUA TRES ILHAS, N. 362, CASA 1 FUNDOS ;139.475,35;245.000,00;43.08;Outros, 0.00 de área total, 63.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555514545987
 10163266 ;MG ;JUIZ DE FORA ;COSTA CARVALHO ;AVENIDA SETE DE SETEMBRO, N. 756, Apto 2, 2º PAVIMENTO ;150.903,73;264.303,00;42.91;Apartamento, 0.00 de área total, 94.00 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10163266
 8444427910642 ;MG ;JUIZ DE FORA ;BARBOSA LAGE ;AVENIDA JOSE ESTEVAO, N. 140, Apto 301, BL D ;62.285,44;109.000,00;42.86;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427910642
 8555527774319 ;MG ;JUIZ DE FORA ;SANTA EFIGENIA ;RUA MARCIANO PINTO, N. 1635, Apto 104, BL N AREA 1A ;79.145,81;136.629,52;42.08;Apartamento, 0.00 de área total, 44.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527774319
